-100,-100,100,6,4,-250
-100,-100,-100,100,3,-250
-100,-100,130,18,5,250
-100,-100,130,16,6,250
-100,-100,130,15,9,250
-100,-100,130,4,1,250
-100,-100,130,14,14,250
-100,-100,130,2,16,250
-100,-100,-100,15,6,-250
-100,-100,-100,19,15,-250
100,-100,-100,17,5,-250
-100,100,-100,8,16,-250
-100,-100,100,10,10,-250
-100,-100,-100,100,15,-250
-100,-100,-100,130,13,250
-100,-100,-100,130,9,250
-100,-100,-100,130,6,250
-100,-100,-100,130,8,250
-100,-100,-100,130,18,250
-100,-100,-100,130,2,250
4,17,2,6,2,15
16,2,3,7,11,1
100,3,1,12,10,7
11,100,14,4,15,2
2,3,100,18,18,11
13,4,7,100,6,7
11,16,7,11,6,14
16,1,17,10,8,7
18,6,3,4,7,16
14,17,6,5,10,10
15,18,17,7,16,19
16,2,4,16,6,16
17,3,11,3,10,18
6,17,6,7,18,9
100,10,12,8,17,4
10,100,10,5,7,10
12,8,100,19,12,6
10,15,19,100,12,17
130,14,7,7,2,19
130,19,15,5,18,8
130,1,6,4,4,12
130,11,2,19,11,3
130,1,15,19,14,1
130,10,1,12,19,16
3,11,12,8,2,16
10,8,11,2,18,12
100,16,19,15,6,11
12,100,13,4,14,13
3,17,100,1,17,13
10,18,11,100,16,18
5,130,3,3,15,14
10,130,16,17,15,5
15,130,9,7,5,17
3,130,8,10,3,10
8,130,15,9,13,1
19,130,3,3,7,6
2,8,13,3,19,1
17,4,14,8,18,18
100,10,16,1,14,14
17,100,13,11,8,18
16,10,100,7,8,17
3,15,18,100,2,5
10,9,130,10,17,11
16,15,130,13,1,5
13,14,130,3,7,6
15,16,130,16,12,5
17,9,130,16,5,18
8,5,130,4,5,1
8,12,19,14,6,2
10,11,13,10,8,10
100,19,9,2,8,3
3,100,3,11,8,19
12,14,100,16,8,8
16,19,12,100,9,15
18,5,4,130,18,14
17,19,12,130,13,8
1,13,13,130,8,18
19,18,18,130,15,7
12,7,5,130,15,18
1,9,18,130,11,10
-100,-100,19,-100,8,-250
-100,-100,8,-100,10,-250
100,-100,13,-100,9,-250
-100,100,9,-100,2,-250
-100,-100,100,-100,16,-250
-100,-100,6,100,6,-250
-100,-100,14,-100,9,250
-100,-100,6,-100,13,250
-100,-100,1,-100,2,250
-100,-100,15,-100,5,250
-100,-100,9,-100,11,250
-100,-100,1,-100,7,250
-100,-100,13,-100,15,-250
-100,-100,5,-100,18,-250
100,-100,5,-100,7,-250
-100,100,9,-100,19,-250
-100,-100,100,-100,16,-250
-100,-100,13,100,10,-250
130,-100,7,-100,9,250
130,-100,11,-100,17,250
130,-100,2,-100,6,250
130,-100,8,-100,13,250
130,-100,10,-100,2,250
130,-100,16,-100,2,250
-100,-100,2,-100,1,-250
-100,-100,5,-100,19,-250
100,-100,8,-100,13,-250
-100,100,3,-100,14,-250
-100,-100,100,-100,5,-250
-100,-100,14,100,7,-250
-100,130,17,-100,17,250
-100,130,11,-100,2,250
-100,130,6,-100,5,250
-100,130,3,-100,8,250
-100,130,15,-100,6,250
-100,130,16,-100,8,250
-100,-100,2,-100,3,-250
-100,-100,10,-100,6,-250
100,-100,1,-100,18,-250
-100,100,16,-100,14,-250
-100,-100,100,-100,6,-250
-100,-100,17,100,6,-250
-100,-100,130,-100,11,250
-100,-100,130,-100,2,250
-100,-100,130,-100,7,250
-100,-100,130,-100,19,250
-100,-100,130,-100,9,250
-100,-100,130,-100,4,250
-100,-100,4,-100,16,-250
-100,-100,1,-100,10,-250
100,-100,2,-100,6,-250
-100,100,15,-100,9,-250
-100,-100,100,-100,10,-250
-100,-100,18,100,13,-250
-100,-100,9,130,16,250
-100,-100,15,130,6,250
-100,-100,18,130,16,250
-100,-100,6,130,10,250
-100,-100,5,130,5,250
-100,-100,19,130,12,250
14,17,15,16,19,8
5,2,2,15,4,4
100,8,15,14,16,8
11,100,2,11,5,16
17,11,100,5,18,8
11,16,18,100,3,16
4,7,8,18,19,13
7,13,18,19,14,11
6,7,17,7,10,19
9,8,7,16,12,19
9,16,7,10,1,17
13,3,4,10,16,1
13,8,4,17,15,17
10,16,5,14,2,7
100,3,7,6,11,17
8,100,13,15,10,12
12,9,100,15,2,6
5,13,3,100,5,18
130,16,9,7,16,2
130,11,1,9,7,17
130,3,1,13,8,11
130,7,7,17,2,11
130,7,14,10,9,10
130,3,10,15,3,17
17,4,2,18,10,7
2,11,14,13,12,18
100,12,5,17,8,16
9,100,1,14,7,14
12,11,100,19,15,6
16,17,10,100,1,10
16,130,7,11,19,3
11,130,7,18,16,17
6,130,14,1,8,4
16,130,6,12,10,16
16,130,17,7,4,8
14,130,8,13,11,5
17,1,6,9,2,13
14,8,18,11,15,13
100,16,14,18,3,9
15,100,8,13,19,16
10,2,100,2,8,4
1,8,9,100,15,17
16,7,130,4,6,13
19,17,130,13,1,13
13,10,130,16,18,9
9,5,130,19,1,17
8,14,130,12,7,6
16,4,130,18,15,9
14,12,7,3,6,14
13,4,14,13,19,1
100,18,5,10,1,5
2,100,19,10,9,6
17,8,100,8,1,10
8,1,17,100,3,12
7,18,14,130,3,13
15,13,12,130,7,14
9,9,19,130,9,15
13,2,8,130,13,1
7,16,12,130,8,18
4,7,16,130,19,10
-100,-100,13,-100,12,-250
-100,-100,11,-100,15,-250
100,-100,7,-100,15,-250
-100,100,2,-100,14,-250
-100,-100,100,-100,3,-250
-100,-100,14,100,6,-250
-100,-100,6,-100,5,250
-100,-100,15,-100,10,250
-100,-100,2,-100,19,250
-100,-100,1,-100,14,250
-100,-100,18,-100,1,250
-100,-100,6,-100,6,250
-100,-100,1,-100,9,-250
-100,-100,3,-100,11,-250
100,-100,16,-100,8,-250
-100,100,10,-100,17,-250
-100,-100,100,-100,14,-250
-100,-100,6,100,7,-250
130,-100,10,-100,10,250
130,-100,14,-100,14,250
130,-100,14,-100,17,250
130,-100,2,-100,1,250
130,-100,10,-100,12,250
130,-100,1,-100,13,250
-100,-100,12,-100,6,-250
-100,-100,10,-100,19,-250
100,-100,16,-100,1,-250
-100,100,18,-100,6,-250
-100,-100,100,-100,2,-250
-100,-100,9,100,6,-250
-100,130,12,-100,15,250
-100,130,13,-100,19,250
-100,130,11,-100,7,250
-100,130,7,-100,1,250
-100,130,19,-100,16,250
-100,130,14,-100,6,250
-100,-100,19,-100,13,-250
-100,-100,15,-100,17,-250
100,-100,17,-100,4,-250
-100,100,6,-100,15,-250
-100,-100,100,-100,2,-250
-100,-100,15,100,8,-250
-100,-100,130,-100,1,250
-100,-100,130,-100,1,250
-100,-100,130,-100,10,250
-100,-100,130,-100,17,250
-100,-100,130,-100,8,250
-100,-100,130,-100,7,250
-100,-100,13,-100,13,-250
-100,-100,4,-100,2,-250
100,-100,11,-100,15,-250
-100,100,13,-100,14,-250
-100,-100,100,-100,15,-250
-100,-100,6,100,5,-250
-100,-100,4,130,2,250
-100,-100,1,130,12,250
-100,-100,2,130,6,250
-100,-100,1,130,8,250
-100,-100,12,130,12,250
-100,-100,11,130,7,250
19,18,2,15,15,4
17,8,17,7,16,16
100,6,12,10,2,10
11,100,16,14,17,10
17,8,100,18,17,2
13,10,7,100,8,12
8,3,2,11,13,9
6,7,16,4,16,14
12,6,4,17,8,19
9,7,13,5,15,15
19,7,8,4,11,11
11,1,19,19,3,8
2,6,11,11,3,13
16,4,14,4,15,11
100,13,13,8,1,19
3,100,10,11,14,9
4,2,100,2,4,13
2,5,15,100,11,9
130,19,3,3,12,17
130,7,16,17,7,15
130,19,18,16,11,14
130,5,1,13,1,3
130,18,15,11,6,14
130,18,4,13,12,7
9,18,14,5,3,7
14,15,14,3,17,9
100,3,3,10,18,12
9,100,4,14,4,19
13,16,100,11,12,1
14,4,19,100,6,18
10,130,1,12,17,17
15,130,17,15,18,10
16,130,15,8,12,12
15,130,15,17,1,19
6,130,7,5,6,7
7,130,11,15,14,13
11,16,2,8,4,4
8,19,8,17,8,19
100,17,9,8,4,3
6,100,9,15,19,19
18,10,100,2,5,8
15,4,16,100,3,1
3,13,130,8,7,10
19,16,130,15,13,18
4,5,130,13,18,18
2,13,130,16,8,11
9,3,130,5,12,9
5,9,130,6,5,2
4,4,3,11,9,10
16,13,6,16,16,13
100,16,15,2,10,10
15,100,7,5,3,2
16,18,100,5,5,2
18,7,15,100,4,13
14,3,7,130,5,19
4,6,13,130,8,1
17,2,12,130,16,7
11,11,14,130,8,3
18,4,14,130,14,4
12,10,10,130,4,7
-100,-100,-100,19,18,-250
-100,-100,-100,5,16,-250
100,-100,-100,17,1,-250
-100,100,-100,2,4,-250
-100,-100,100,3,1,-250
-100,-100,-100,100,8,-250
-100,-100,-100,19,14,250
-100,-100,-100,18,9,250
-100,-100,-100,6,15,250
-100,-100,-100,6,5,250
-100,-100,-100,12,9,250
-100,-100,-100,6,5,250
-100,-100,-100,8,9,-250
-100,-100,-100,11,6,-250
100,-100,-100,11,5,-250
-100,100,-100,7,16,-250
-100,-100,100,18,13,-250
-100,-100,-100,100,12,-250
130,-100,-100,4,13,250
130,-100,-100,5,4,250
130,-100,-100,13,11,250
130,-100,-100,4,16,250
130,-100,-100,2,11,250
130,-100,-100,14,17,250
-100,-100,-100,5,2,-250
-100,-100,-100,17,4,-250
100,-100,-100,16,5,-250
-100,100,-100,14,11,-250
-100,-100,100,16,6,-250
-100,-100,-100,100,15,-250
-100,130,-100,6,15,250
-100,130,-100,14,17,250
-100,130,-100,12,18,250
-100,130,-100,8,19,250
-100,130,-100,7,8,250
-100,130,-100,4,6,250
-100,-100,-100,5,8,-250
-100,-100,-100,16,6,-250
100,-100,-100,7,11,-250
-100,100,-100,2,14,-250
-100,-100,100,11,2,-250
-100,-100,-100,100,19,-250
-100,-100,130,5,8,250
-100,-100,130,1,3,250
-100,-100,130,18,3,250
-100,-100,130,14,12,250
-100,-100,130,15,3,250
-100,-100,130,6,3,250
-100,-100,-100,7,13,-250
-100,-100,-100,5,3,-250
100,-100,-100,18,12,-250
-100,100,-100,19,14,-250
-100,-100,100,6,19,-250
-100,-100,-100,100,13,-250
-100,-100,-100,130,10,250
-100,-100,-100,130,2,250
-100,-100,-100,130,6,250
-100,-100,-100,130,1,250
-100,-100,-100,130,17,250
-100,-100,-100,130,6,250
19,19,9,3,17,16
15,2,14,8,11,1
100,1,2,9,19,8
5,100,12,3,5,16
12,19,100,15,6,17
19,13,16,100,11,19
14,17,18,17,12,8
16,6,10,18,8,15
3,5,7,18,18,17
13,5,14,6,10,5
14,4,15,14,3,16
6,10,6,14,12,2
8,18,5,6,2,2
13,2,18,17,9,6
100,10,6,4,1,9
5,100,3,10,4,6
9,3,100,5,2,2
13,11,13,100,17,9
130,19,14,18,10,15
130,5,12,7,15,4
130,4,1,11,19,16
130,16,16,5,3,16
130,18,13,9,11,12
130,6,15,19,5,2
18,19,1,16,1,2
6,18,9,17,17,10
100,9,2,9,1,10
4,100,9,5,19,4
13,8,100,19,9,19
19,5,12,100,11,10
10,130,1,15,9,16
4,130,2,6,11,17
13,130,2,15,18,6
12,130,10,1,7,14
17,130,1,2,4,11
5,130,18,3,8,7
1,7,7,17,8,10
2,10,4,10,14,5
100,7,10,5,13,3
18,100,15,8,9,17
3,2,100,10,14,3
15,10,16,100,17,18
3,19,130,19,12,6
8,12,130,16,11,2
2,4,130,16,16,19
10,17,130,1,3,16
12,10,130,3,6,10
5,3,130,19,2,8
5,6,15,14,19,3
6,17,7,14,7,18
100,19,15,6,12,7
14,100,9,14,10,17
10,9,100,9,9,7
9,5,8,100,10,10
3,2,19,130,3,16
17,18,11,130,13,6
3,12,1,130,12,2
4,7,6,130,6,13
1,2,18,130,9,12
15,4,7,130,8,1
-100,18,-100,-100,2,-250
-100,18,-100,-100,10,-250
100,3,-100,-100,6,-250
-100,100,-100,-100,19,-250
-100,12,100,-100,8,-250
-100,8,-100,100,6,-250
-100,4,-100,-100,6,250
-100,4,-100,-100,1,250
-100,11,-100,-100,1,250
-100,18,-100,-100,4,250
-100,6,-100,-100,13,250
-100,3,-100,-100,15,250
-100,13,-100,-100,12,-250
-100,1,-100,-100,10,-250
100,15,-100,-100,2,-250
-100,100,-100,-100,10,-250
-100,12,100,-100,1,-250
-100,1,-100,100,7,-250
130,2,-100,-100,8,250
130,3,-100,-100,10,250
130,16,-100,-100,18,250
130,14,-100,-100,11,250
130,17,-100,-100,6,250
130,11,-100,-100,15,250
-100,14,-100,-100,18,-250
-100,9,-100,-100,2,-250
100,17,-100,-100,3,-250
-100,100,-100,-100,10,-250
-100,15,100,-100,16,-250
-100,9,-100,100,11,-250
-100,130,-100,-100,1,250
-100,130,-100,-100,9,250
-100,130,-100,-100,17,250
-100,130,-100,-100,10,250
-100,130,-100,-100,5,250
-100,130,-100,-100,10,250
-100,15,-100,-100,9,-250
-100,10,-100,-100,16,-250
100,15,-100,-100,17,-250
-100,100,-100,-100,17,-250
-100,11,100,-100,5,-250
-100,5,-100,100,7,-250
-100,6,130,-100,16,250
-100,19,130,-100,6,250
-100,5,130,-100,19,250
-100,8,130,-100,17,250
-100,1,130,-100,18,250
-100,1,130,-100,15,250
-100,16,-100,-100,9,-250
-100,2,-100,-100,7,-250
100,4,-100,-100,15,-250
-100,100,-100,-100,13,-250
-100,19,100,-100,1,-250
-100,16,-100,100,19,-250
-100,16,-100,130,13,250
-100,5,-100,130,19,250
-100,16,-100,130,19,250
-100,10,-100,130,2,250
-100,6,-100,130,2,250
-100,2,-100,130,14,250
1,6,10,4,11,15
16,2,6,5,18,17
100,1,16,18,17,19
11,100,10,13,5,8
1,7,100,6,1,1
18,5,5,100,19,19
8,10,2,15,2,9
6,4,1,7,10,13
19,11,9,11,1,17
16,7,7,17,12,16
15,11,4,13,4,9
19,15,1,7,6,8
11,1,2,5,16,16
16,15,10,12,3,18
100,17,15,4,2,9
16,100,16,12,6,18
1,2,100,1,16,9
7,9,17,100,14,2
130,5,17,4,9,9
130,19,3,16,9,15
130,12,9,6,8,14
130,1,1,12,15,16
130,4,12,8,9,1
130,7,14,3,6,11
16,12,5,18,6,10
14,3,7,9,4,8
100,15,16,14,9,6
14,100,7,7,9,17
8,7,100,19,3,10
16,4,3,100,12,18
14,130,4,4,3,18
15,130,19,10,5,14
19,130,11,1,17,13
2,130,10,9,17,7
5,130,19,18,13,15
6,130,17,4,12,7
10,17,14,12,9,1
6,7,9,2,19,12
100,3,12,7,5,10
12,100,5,10,10,3
8,2,100,13,6,7
5,15,2,100,11,7
19,18,130,4,14,2
7,11,130,5,13,13
12,8,130,13,1,16
12,2,130,10,4,15
11,7,130,8,4,15
1,2,130,2,15,12
12,14,2,13,12,2
11,2,7,18,14,19
100,10,11,14,3,5
1,100,5,12,4,5
2,15,100,19,4,6
18,5,9,100,17,18
6,12,2,130,19,13
19,14,11,130,6,5
7,7,3,130,9,17
17,8,2,130,5,15
4,14,2,130,14,14
4,16,7,130,8,7
-100,2,-100,-100,16,-250
-100,4,-100,-100,1,-250
100,15,-100,-100,13,-250
-100,100,-100,-100,14,-250
-100,6,100,-100,8,-250
-100,7,-100,100,9,-250
-100,3,-100,-100,17,250
-100,2,-100,-100,6,250
-100,18,-100,-100,9,250
-100,12,-100,-100,18,250
-100,19,-100,-100,2,250
-100,17,-100,-100,8,250
-100,3,-100,-100,3,-250
-100,16,-100,-100,14,-250
100,2,-100,-100,2,-250
-100,100,-100,-100,14,-250
-100,4,100,-100,1,-250
-100,1,-100,100,11,-250
130,11,-100,-100,8,250
130,6,-100,-100,9,250
130,17,-100,-100,5,250
130,8,-100,-100,5,250
130,11,-100,-100,15,250
130,11,-100,-100,13,250
-100,5,-100,-100,5,-250
-100,13,-100,-100,13,-250
100,17,-100,-100,14,-250
-100,100,-100,-100,8,-250
-100,15,100,-100,18,-250
-100,1,-100,100,18,-250
-100,130,-100,-100,1,250
-100,130,-100,-100,12,250
-100,130,-100,-100,2,250
-100,130,-100,-100,9,250
-100,130,-100,-100,1,250
-100,130,-100,-100,15,250
-100,12,-100,-100,13,-250
-100,13,-100,-100,19,-250
100,6,-100,-100,18,-250
-100,100,-100,-100,1,-250
-100,1,100,-100,3,-250
-100,8,-100,100,12,-250
-100,5,130,-100,18,250
-100,9,130,-100,8,250
-100,4,130,-100,17,250
-100,3,130,-100,5,250
-100,12,130,-100,15,250
-100,6,130,-100,3,250
-100,11,-100,-100,15,-250
-100,19,-100,-100,3,-250
100,6,-100,-100,13,-250
-100,100,-100,-100,4,-250
-100,11,100,-100,15,-250
-100,11,-100,100,2,-250
-100,17,-100,130,19,250
-100,12,-100,130,2,250
-100,19,-100,130,2,250
-100,3,-100,130,3,250
-100,9,-100,130,17,250
-100,16,-100,130,13,250
14,5,11,15,14,17
18,4,6,3,12,3
100,13,4,12,13,16
13,100,14,18,4,17
9,15,100,6,19,16
10,16,16,100,3,9
15,2,19,19,1,11
18,9,7,9,1,3
7,6,5,1,4,8
19,4,6,10,16,19
12,2,16,8,6,5
18,10,9,14,1,2
15,14,9,16,1,13
3,12,15,1,4,11
100,7,17,17,17,12
5,100,1,5,3,2
17,7,100,1,17,7
5,14,9,100,4,9
130,8,4,14,17,17
130,8,3,19,7,5
130,14,3,2,12,19
130,1,6,3,6,7
130,16,16,1,7,3
130,5,13,8,1,9
17,2,18,4,15,8
2,3,15,5,14,13
100,6,15,16,11,13
19,100,4,10,13,7
7,17,100,3,8,2
15,16,8,100,17,9
11,130,6,2,5,8
15,130,19,3,11,4
3,130,10,1,8,17
19,130,8,16,19,13
11,130,18,16,18,9
3,130,4,12,1,18
5,5,15,13,9,18
7,13,19,16,4,7
100,18,17,11,5,15
10,100,3,11,13,15
14,9,100,12,3,8
10,11,15,100,19,7
4,4,130,17,16,13
3,12,130,18,11,9
9,6,130,5,6,3
11,9,130,19,10,2
17,13,130,18,9,1
7,15,130,9,19,2
16,17,15,15,19,10
5,18,11,7,5,4
100,18,6,9,7,8
15,100,1,2,12,8
2,5,100,14,2,3
7,4,7,100,15,9
18,12,3,130,13,13
7,1,9,130,3,1
18,16,18,130,14,17
6,5,3,130,9,9
4,15,2,130,11,16
1,7,10,130,10,16
-100,9,16,14,3,8
-100,1,17,7,19,12
100,1,10,2,19,19
-100,100,15,5,7,5
-100,13,100,15,1,1
-100,18,3,100,11,7
-100,19,2,10,4,6
-100,5,8,17,2,13
-100,8,18,3,14,10
-100,12,17,11,10,14
-100,1,1,14,14,8
-100,7,1,18,13,8
-100,2,6,6,5,8
-100,8,8,17,11,3
100,3,14,8,8,1
-100,100,15,9,5,14
-100,19,100,18,1,1
-100,13,7,100,10,10
130,1,12,11,8,11
130,8,14,9,4,10
130,11,10,19,7,6
130,4,5,10,5,8
130,1,6,6,6,18
130,6,10,10,3,7
-100,13,15,9,4,18
-100,9,7,5,16,4
100,11,11,6,6,16
-100,100,19,1,13,3
-100,1,100,9,1,5
-100,12,10,100,4,1
-100,130,6,14,18,5
-100,130,10,15,11,8
-100,130,11,18,18,18
-100,130,8,10,4,15
-100,130,7,17,11,6
-100,130,12,14,3,9
-100,6,11,8,14,18
-100,9,18,11,15,10
100,8,14,4,17,17
-100,100,9,7,14,5
-100,2,100,18,13,13
-100,17,3,100,15,3
-100,8,130,11,9,12
-100,6,130,5,13,8
-100,16,130,15,17,10
-100,15,130,13,4,18
-100,5,130,3,11,6
-100,6,130,1,15,13
-100,2,4,3,4,14
-100,1,16,2,13,4
100,12,2,18,17,19
-100,100,8,2,8,19
-100,12,100,5,10,1
-100,15,6,100,10,13
-100,2,14,130,5,14
-100,11,19,130,13,12
-100,2,12,130,6,8
-100,1,5,130,15,1
-100,19,13,130,3,17
-100,14,8,130,19,9
1,19,8,6,18,15
11,19,17,13,7,17
100,6,8,3,7,5
16,100,16,5,9,2
16,3,100,7,6,7
7,14,3,100,14,14
19,7,7,16,11,15
15,10,12,2,4,12
13,17,11,19,7,17
8,14,8,7,14,3
9,12,3,14,18,14
11,2,19,14,14,7
2,7,10,8,8,9
5,15,3,1,9,1
100,1,12,5,16,18
1,100,17,2,16,12
2,13,100,3,3,3
12,18,2,100,1,14
130,4,16,16,9,5
130,1,7,8,5,6
130,8,14,17,12,9
130,11,7,18,7,5
130,15,13,7,2,11
130,17,15,4,5,6
2,11,5,10,12,8
8,15,4,14,11,10
100,5,10,6,19,16
7,100,13,2,16,18
5,5,100,13,18,17
9,3,14,100,9,11
7,130,9,14,17,3
10,130,10,8,15,14
13,130,11,16,19,1
13,130,11,17,11,2
4,130,5,18,10,1
13,130,4,15,18,16
14,18,16,16,13,1
2,18,15,14,3,6
100,19,1,9,19,8
12,100,7,11,5,19
9,19,100,14,1,8
17,3,1,100,15,14
11,17,130,5,9,15
13,13,130,2,2,13
8,6,130,17,13,18
7,18,130,1,16,4
18,19,130,4,17,11
1,13,130,12,6,7
10,7,6,13,10,5
4,13,14,4,13,17
100,19,15,11,14,8
13,100,17,7,17,12
2,10,100,5,19,16
8,18,13,100,9,7
11,19,5,130,15,6
7,11,4,130,17,19
4,13,18,130,16,9
2,11,14,130,4,2
12,13,15,130,9,6
18,8,1,130,2,13
-100,5,-100,-100,5,-250
-100,6,-100,-100,19,-250
100,2,-100,-100,3,-250
-100,100,-100,-100,2,-250
-100,5,100,-100,19,-250
-100,2,-100,100,7,-250
-100,17,-100,-100,10,250
-100,7,-100,-100,3,250
-100,2,-100,-100,10,250
-100,5,-100,-100,10,250
-100,16,-100,-100,15,250
-100,6,-100,-100,10,250
-100,2,-100,-100,8,-250
-100,1,-100,-100,3,-250
100,12,-100,-100,2,-250
-100,100,-100,-100,13,-250
-100,1,100,-100,7,-250
-100,18,-100,100,14,-250
130,4,-100,-100,2,250
130,16,-100,-100,2,250
130,18,-100,-100,5,250
130,8,-100,-100,5,250
130,11,-100,-100,5,250
130,9,-100,-100,7,250
-100,14,-100,-100,1,-250
-100,7,-100,-100,17,-250
100,11,-100,-100,13,-250
-100,100,-100,-100,12,-250
-100,3,100,-100,3,-250
-100,2,-100,100,4,-250
-100,130,-100,-100,7,250
-100,130,-100,-100,12,250
-100,130,-100,-100,18,250
-100,130,-100,-100,6,250
-100,130,-100,-100,11,250
-100,130,-100,-100,9,250
-100,6,-100,-100,4,-250
-100,11,-100,-100,15,-250
100,1,-100,-100,6,-250
-100,100,-100,-100,11,-250
-100,12,100,-100,4,-250
-100,6,-100,100,3,-250
-100,7,130,-100,17,250
-100,5,130,-100,11,250
-100,3,130,-100,10,250
-100,6,130,-100,4,250
-100,17,130,-100,4,250
-100,13,130,-100,11,250
-100,4,-100,-100,5,-250
-100,4,-100,-100,15,-250
100,3,-100,-100,6,-250
-100,100,-100,-100,4,-250
-100,2,100,-100,7,-250
-100,9,-100,100,8,-250
-100,10,-100,130,17,250
-100,1,-100,130,1,250
-100,12,-100,130,18,250
-100,8,-100,130,12,250
-100,15,-100,130,13,250
-100,19,-100,130,15,250
12,19,9,11,19,16
16,9,8,10,13,12
100,3,3,15,3,18
2,100,13,18,7,1
16,19,100,6,6,2
3,9,4,100,19,11
17,8,14,8,15,15
17,8,11,14,10,12
9,5,4,2,16,3
1,11,4,14,7,18
4,8,8,10,7,17
16,3,16,8,10,1
4,5,3,17,17,19
13,7,2,2,19,2
100,1,9,15,1,1
17,100,19,12,12,16
15,8,100,2,4,14
16,3,17,100,11,3
130,16,4,10,11,8
130,1,7,18,10,1
130,11,1,8,1,4
130,11,18,5,12,8
130,10,12,18,13,17
130,6,12,17,4,8
11,13,7,4,18,8
13,2,3,14,14,1
100,7,6,14,7,16
3,100,3,1,14,19
7,10,100,10,19,12
5,12,6,100,14,3
19,130,3,18,8,13
10,130,10,3,13,12
16,130,6,7,9,1
14,130,6,8,5,18
14,130,10,7,17,9
4,130,7,1,10,5
12,3,8,19,6,19
17,2,16,2,3,2
100,16,18,6,15,14
1,100,19,3,17,6
11,15,100,19,4,6
10,10,9,100,18,14
2,3,130,13,11,1
9,6,130,6,8,2
3,13,130,9,12,9
15,7,130,1,13,17
18,11,130,2,15,18
7,9,130,5,18,4
15,4,11,16,5,15
19,12,14,14,14,5
100,4,13,13,18,14
16,100,12,15,9,8
19,11,100,1,3,2
2,16,15,100,10,16
15,2,10,130,5,7
12,7,13,130,15,8
15,11,16,130,15,18
16,9,19,130,11,9
16,9,14,130,5,4
10,12,11,130,11,9
-100,18,-100,-100,4,-250
-100,17,-100,-100,7,-250
100,12,-100,-100,7,-250
-100,100,-100,-100,12,-250
-100,4,100,-100,15,-250
-100,12,-100,100,14,-250
-100,7,-100,-100,9,250
-100,17,-100,-100,16,250
-100,8,-100,-100,4,250
-100,1,-100,-100,14,250
-100,15,-100,-100,17,250
-100,18,-100,-100,16,250
-100,10,-100,-100,14,-250
-100,18,-100,-100,16,-250
100,11,-100,-100,17,-250
-100,100,-100,-100,2,-250
-100,11,100,-100,15,-250
-100,17,-100,100,17,-250
130,3,-100,-100,19,250
130,6,-100,-100,17,250
130,12,-100,-100,4,250
130,9,-100,-100,12,250
130,9,-100,-100,17,250
130,5,-100,-100,19,250
-100,4,-100,-100,10,-250
-100,7,-100,-100,6,-250
100,16,-100,-100,3,-250
-100,100,-100,-100,15,-250
-100,15,100,-100,14,-250
-100,19,-100,100,2,-250
-100,130,-100,-100,7,250
